PM2.5,PM10,O3,NO2,SO2,CO,temperature,humidity,Hour,DayOfWeek,Is_Weekend,Month,Is_Heating,temperature_lag1,temperature_lag2,temperature_lag3,humidity_lag1,humidity_lag2,humidity_lag3,PM2.5_lag1,PM2.5_lag2,PM2.5_lag3,PM10_lag1,PM10_lag2,PM10_lag3,O3_lag1,O3_lag2,O3_lag3,NO2_lag1,NO2_lag2,NO2_lag3,SO2_lag1,SO2_lag2,SO2_lag3,CO_lag1,CO_lag2,CO_lag3,temp_rolling3_mean,humid_rolling3_mean,temp_rolling6_diff
88.0,129.0,23.0,70.0,4.0,0.9,18.7,58.0,13,1,0,3,0,18.4,17.7,16.6,59.0,62.0,67.0,87.0,85.0,82.0,127.0,123.0,118.0,24.0,26.0,30.0,69.0,67.0,64.0,4.0,4.0,4.0,0.9,0.8,0.8,18.26666666666667,59.666666666666664,5.1
88.0,129.0,23.0,70.0,4.0,0.9,18.8,57.0,14,1,0,3,0,18.7,18.4,17.7,58.0,59.0,62.0,88.0,87.0,85.0,129.0,127.0,123.0,23.0,24.0,26.0,70.0,69.0,67.0,4.0,4.0,4.0,0.9,0.9,0.8,18.633333333333336,58.0,3.6000000000000014
87.0,127.0,24.0,69.0,4.0,0.9,18.5,59.0,15,1,0,3,0,18.8,18.7,18.4,57.0,58.0,59.0,88.0,88.0,87.0,129.0,129.0,127.0,23.0,23.0,24.0,70.0,70.0,69.0,4.0,4.0,4.0,0.9,0.9,0.9,18.66666666666667,58.0,2.1999999999999993
84.0,122.0,28.0,66.0,3.0,0.8,17.7,62.0,16,1,0,3,0,18.5,18.8,18.7,59.0,57.0,58.0,87.0,88.0,88.0,127.0,129.0,129.0,24.0,23.0,23.0,69.0,70.0,70.0,4.0,4.0,4.0,0.9,0.9,0.9,18.33333333333334,59.333333333333336,1.1000000000000014
79.0,113.0,34.0,60.0,3.0,0.7,16.4,68.0,17,1,0,3,0,17.7,18.5,18.8,62.0,59.0,57.0,84.0,87.0,88.0,122.0,127.0,129.0,28.0,24.0,23.0,66.0,69.0,70.0,3.0,4.0,4.0,0.8,0.9,0.9,17.53333333333334,63.0,2.400000000000002
73.0,103.0,42.0,54.0,3.0,0.6,14.7,76.0,18,1,0,3,0,16.4,17.7,18.5,68.0,62.0,59.0,79.0,84.0,87.0,113.0,122.0,127.0,34.0,28.0,24.0,60.0,66.0,69.0,3.0,3.0,4.0,0.7,0.8,0.9,16.26666666666667,68.66666666666667,4.100000000000001
67.0,93.0,50.0,48.0,3.0,0.5,13.0,84.0,19,1,0,3,0,14.7,16.4,17.7,76.0,68.0,62.0,73.0,79.0,84.0,103.0,113.0,122.0,42.0,34.0,28.0,54.0,60.0,66.0,3.0,3.0,3.0,0.6,0.7,0.8,14.700000000000003,76.0,5.800000000000001
62.0,85.0,57.0,43.0,2.0,0.5,11.5,90.0,20,1,0,3,0,13.0,14.7,16.4,84.0,76.0,68.0,67.0,73.0,79.0,93.0,103.0,113.0,50.0,42.0,34.0,48.0,54.0,60.0,3.0,3.0,3.0,0.5,0.6,0.7,13.066666666666672,83.33333333333333,7.0
59.0,80.0,63.0,39.0,2.0,0.4,10.4,94.0,21,1,0,3,0,11.5,13.0,14.7,90.0,84.0,76.0,62.0,67.0,73.0,85.0,93.0,103.0,57.0,50.0,42.0,43.0,48.0,54.0,2.0,3.0,3.0,0.5,0.5,0.6,11.633333333333338,89.33333333333333,7.299999999999999
57.0,76.0,67.0,37.0,2.0,0.4,9.7,97.0,22,1,0,3,0,10.4,11.5,13.0,94.0,90.0,84.0,59.0,62.0,67.0,80.0,85.0,93.0,63.0,57.0,50.0,39.0,43.0,48.0,2.0,2.0,3.0,0.4,0.5,0.5,10.533333333333339,93.66666666666667,6.699999999999999
56.0,74.0,69.0,36.0,2.0,0.3,9.3,99.0,23,1,0,3,0,9.7,10.4,11.5,97.0,94.0,90.0,57.0,59.0,62.0,76.0,80.0,85.0,67.0,63.0,57.0,37.0,39.0,43.0,2.0,2.0,2.0,0.4,0.4,0.5,9.800000000000004,96.66666666666667,5.399999999999999
55.0,72.0,71.0,35.0,2.0,0.3,9.0,100.0,0,2,0,3,0,9.3,9.7,10.4,99.0,97.0,94.0,56.0,57.0,59.0,74.0,76.0,80.0,69.0,67.0,63.0,36.0,37.0,39.0,2.0,2.0,2.0,0.3,0.4,0.4,9.333333333333337,98.66666666666667,4.0
54.0,70.0,73.0,34.0,2.0,0.3,8.8,100.0,1,2,0,3,0,9.0,9.3,9.7,100.0,99.0,97.0,55.0,56.0,57.0,72.0,74.0,76.0,71.0,69.0,67.0,35.0,36.0,37.0,2.0,2.0,2.0,0.3,0.3,0.4,9.033333333333339,99.66666666666667,2.6999999999999993
53.0,68.0,74.0,33.0,2.0,0.3,8.6,100.0,2,2,0,3,0,8.8,9.0,9.3,100.0,100.0,99.0,54.0,55.0,56.0,70.0,72.0,74.0,73.0,71.0,69.0,34.0,35.0,36.0,2.0,2.0,2.0,0.3,0.3,0.3,8.800000000000006,100.0,1.8000000000000007
53.0,68.0,74.0,33.0,2.0,0.3,8.5,100.0,3,2,0,3,0,8.6,8.8,9.0,100.0,100.0,100.0,53.0,54.0,55.0,68.0,70.0,72.0,74.0,73.0,71.0,33.0,34.0,35.0,2.0,2.0,2.0,0.3,0.3,0.3,8.633333333333338,100.0,1.1999999999999993
54.0,70.0,72.0,34.0,2.0,0.3,8.7,100.0,4,2,0,3,0,8.5,8.6,8.8,100.0,100.0,100.0,53.0,53.0,54.0,68.0,68.0,70.0,74.0,74.0,73.0,33.0,33.0,34.0,2.0,2.0,2.0,0.3,0.3,0.3,8.600000000000005,100.0,0.8000000000000007
56.0,74.0,68.0,36.0,2.0,0.4,9.3,99.0,5,2,0,3,0,8.7,8.5,8.6,100.0,100.0,100.0,54.0,53.0,53.0,70.0,68.0,68.0,72.0,74.0,74.0,34.0,33.0,33.0,2.0,2.0,2.0,0.3,0.3,0.3,8.833333333333337,99.66666666666667,0.8000000000000007
61.0,82.0,60.0,41.0,2.0,0.4,10.5,95.0,6,2,0,3,0,9.3,8.7,8.5,99.0,100.0,100.0,56.0,54.0,53.0,74.0,70.0,68.0,68.0,72.0,74.0,36.0,34.0,33.0,2.0,2.0,2.0,0.4,0.3,0.3,9.500000000000005,98.0,2.0
67.0,92.0,51.0,47.0,3.0,0.5,12.1,88.0,7,2,0,3,0,10.5,9.3,8.7,95.0,99.0,100.0,61.0,56.0,54.0,82.0,74.0,70.0,60.0,68.0,72.0,41.0,36.0,34.0,2.0,2.0,2.0,0.4,0.4,0.3,10.633333333333338,94.0,3.5999999999999996
73.0,101.0,43.0,53.0,3.0,0.6,13.7,81.0,8,2,0,3,0,12.1,10.5,9.3,88.0,95.0,99.0,67.0,61.0,56.0,92.0,82.0,74.0,51.0,60.0,68.0,47.0,41.0,36.0,3.0,2.0,2.0,0.5,0.4,0.4,12.100000000000003,88.0,5.199999999999999
79.0,111.0,35.0,59.0,3.0,0.7,15.3,74.0,9,2,0,3,0,13.7,12.1,10.5,81.0,88.0,95.0,73.0,67.0,61.0,101.0,92.0,82.0,43.0,51.0,60.0,53.0,47.0,41.0,3.0,3.0,2.0,0.6,0.5,0.4,13.700000000000005,81.0,6.600000000000001
83.0,119.0,29.0,64.0,4.0,0.8,16.7,68.0,10,2,0,3,0,15.3,13.7,12.1,74.0,81.0,88.0,79.0,73.0,67.0,111.0,101.0,92.0,35.0,43.0,51.0,59.0,53.0,47.0,3.0,3.0,3.0,0.7,0.6,0.5,15.233333333333336,74.33333333333333,7.399999999999999
86.0,124.0,25.0,67.0,4.0,0.8,17.8,63.0,11,2,0,3,0,16.7,15.3,13.7,68.0,74.0,81.0,83.0,79.0,73.0,119.0,111.0,101.0,29.0,35.0,43.0,64.0,59.0,53.0,4.0,3.0,3.0,0.8,0.7,0.6,16.600000000000005,68.33333333333333,7.300000000000001
88.0,128.0,23.0,69.0,4.0,0.9,18.5,60.0,12,2,0,3,0,17.8,16.7,15.3,63.0,68.0,74.0,86.0,83.0,79.0,124.0,119.0,111.0,25.0,29.0,35.0,67.0,64.0,59.0,4.0,4.0,3.0,0.8,0.8,0.7,17.66666666666667,63.666666666666664,6.4
89.0,130.0,22.0,70.0,4.0,0.9,18.8,59.0,13,2,0,3,0,18.5,17.8,16.7,60.0,63.0,68.0,88.0,86.0,83.0,128.0,124.0,119.0,23.0,25.0,29.0,69.0,67.0,64.0,4.0,4.0,4.0,0.9,0.8,0.8,18.36666666666667,60.666666666666664,5.100000000000001
89.0,130.0,22.0,70.0,4.0,0.9,18.9,58.0,14,2,0,3,0,18.8,18.5,17.8,59.0,60.0,63.0,89.0,88.0,86.0,130.0,128.0,124.0,22.0,23.0,25.0,70.0,69.0,67.0,4.0,4.0,4.0,0.9,0.9,0.8,18.733333333333338,59.0,3.599999999999998
88.0,128.0,23.0,69.0,4.0,0.9,18.6,60.0,15,2,0,3,0,18.9,18.8,18.5,58.0,59.0,60.0,89.0,89.0,88.0,130.0,130.0,128.0,22.0,22.0,23.0,70.0,70.0,69.0,4.0,4.0,4.0,0.9,0.9,0.9,18.766666666666673,59.0,2.1999999999999993
85.0,123.0,27.0,66.0,3.0,0.8,17.8,63.0,16,2,0,3,0,18.6,18.9,18.8,60.0,58.0,59.0,88.0,89.0,89.0,128.0,130.0,130.0,23.0,22.0,22.0,69.0,70.0,70.0,4.0,4.0,4.0,0.9,0.9,0.9,18.433333333333337,60.333333333333336,1.0999999999999979
80.0,114.0,33.0,60.0,3.0,0.7,16.5,69.0,17,2,0,3,0,17.8,18.6,18.9,63.0,60.0,58.0,85.0,88.0,89.0,123.0,128.0,130.0,27.0,23.0,22.0,66.0,69.0,70.0,3.0,4.0,4.0,0.8,0.9,0.9,17.63333333333334,64.0,2.3999999999999986
74.0,104.0,41.0,54.0,3.0,0.6,14.8,77.0,18,2,0,3,0,16.5,17.8,18.6,69.0,63.0,60.0,80.0,85.0,88.0,114.0,123.0,128.0,33.0,27.0,23.0,60.0,66.0,69.0,3.0,3.0,4.0,0.7,0.8,0.9,16.36666666666667,69.66666666666667,4.099999999999998
68.0,94.0,49.0,48.0,3.0,0.5,13.1,85.0,19,2,0,3,0,14.8,16.5,17.8,77.0,69.0,63.0,74.0,80.0,85.0,104.0,114.0,123.0,41.0,33.0,27.0,54.0,60.0,66.0,3.0,3.0,3.0,0.6,0.7,0.8,14.800000000000004,77.0,5.799999999999999
63.0,86.0,56.0,43.0,2.0,0.5,11.6,91.0,20,2,0,3,0,13.1,14.8,16.5,85.0,77.0,69.0,68.0,74.0,80.0,94.0,104.0,114.0,49.0,41.0,33.0,48.0,54.0,60.0,3.0,3.0,3.0,0.5,0.6,0.7,13.166666666666671,84.33333333333333,7.000000000000002
60.0,81.0,62.0,39.0,2.0,0.4,10.5,95.0,21,2,0,3,0,11.6,13.1,14.8,91.0,85.0,77.0,63.0,68.0,74.0,86.0,94.0,104.0,56.0,49.0,41.0,43.0,48.0,54.0,2.0,3.0,3.0,0.5,0.5,0.6,11.73333333333334,90.33333333333333,7.300000000000001
58.0,77.0,66.0,37.0,2.0,0.4,9.8,98.0,22,2,0,3,0,10.5,11.6,13.1,95.0,91.0,85.0,60.0,63.0,68.0,81.0,86.0,94.0,62.0,56.0,49.0,39.0,43.0,48.0,2.0,2.0,3.0,0.4,0.5,0.5,10.633333333333338,94.66666666666667,6.699999999999999
57.0,75.0,68.0,36.0,2.0,0.3,9.4,100.0,23,2,0,3,0,9.8,10.5,11.6,98.0,95.0,91.0,58.0,60.0,63.0,77.0,81.0,86.0,66.0,62.0,56.0,37.0,39.0,43.0,2.0,2.0,2.0,0.4,0.4,0.5,9.900000000000006,97.66666666666667,5.4
56.0,73.0,70.0,35.0,2.0,0.3,9.1,100.0,0,3,0,3,0,9.4,9.8,10.5,100.0,98.0,95.0,57.0,58.0,60.0,75.0,77.0,81.0,68.0,66.0,62.0,36.0,37.0,39.0,2.0,2.0,2.0,0.3,0.4,0.4,9.433333333333339,99.33333333333333,4.0
55.0,71.0,72.0,34.0,2.0,0.3,8.9,100.0,1,3,0,3,0,9.1,9.4,9.8,100.0,100.0,98.0,56.0,57.0,58.0,73.0,75.0,77.0,70.0,68.0,66.0,35.0,36.0,37.0,2.0,2.0,2.0,0.3,0.3,0.4,9.133333333333338,100.0,2.6999999999999993
54.0,69.0,73.0,33.0,2.0,0.3,8.7,100.0,2,3,0,3,0,8.9,9.1,9.4,100.0,100.0,100.0,55.0,56.0,57.0,71.0,73.0,75.0,72.0,70.0,68.0,34.0,35.0,36.0,2.0,2.0,2.0,0.3,0.3,0.3,8.900000000000006,100.0,1.8000000000000007
54.0,69.0,73.0,33.0,2.0,0.3,8.6,100.0,3,3,0,3,0,8.7,8.9,9.1,100.0,100.0,100.0,54.0,55.0,56.0,69.0,71.0,73.0,73.0,72.0,70.0,33.0,34.0,35.0,2.0,2.0,2.0,0.3,0.3,0.3,8.733333333333338,100.0,1.200000000000001
55.0,71.0,71.0,34.0,2.0,0.3,8.8,100.0,4,3,0,3,0,8.6,8.7,8.9,100.0,100.0,100.0,54.0,54.0,55.0,69.0,69.0,71.0,73.0,73.0,72.0,33.0,33.0,34.0,2.0,2.0,2.0,0.3,0.3,0.3,8.700000000000005,100.0,0.8000000000000007
57.0,75.0,67.0,36.0,2.0,0.4,9.4,100.0,5,3,0,3,0,8.8,8.6,8.7,100.0,100.0,100.0,55.0,54.0,54.0,71.0,69.0,69.0,71.0,73.0,73.0,34.0,33.0,33.0,2.0,2.0,2.0,0.3,0.3,0.3,8.933333333333337,100.0,0.8000000000000007
62.0,83.0,59.0,41.0,2.0,0.4,10.6,96.0,6,3,0,3,0,9.4,8.8,8.6,100.0,100.0,100.0,57.0,55.0,54.0,75.0,71.0,69.0,67.0,71.0,73.0,36.0,34.0,33.0,2.0,2.0,2.0,0.4,0.3,0.3,9.600000000000005,98.66666666666667,2.0
68.0,93.0,50.0,47.0,3.0,0.5,12.2,89.0,7,3,0,3,0,10.6,9.4,8.8,96.0,100.0,100.0,62.0,57.0,55.0,83.0,75.0,71.0,59.0,67.0,71.0,41.0,36.0,34.0,2.0,2.0,2.0,0.4,0.4,0.3,10.73333333333334,95.0,3.5999999999999996
74.0,102.0,42.0,53.0,3.0,0.6,13.8,82.0,8,3,0,3,0,12.2,10.6,9.4,89.0,96.0,100.0,68.0,62.0,57.0,93.0,83.0,75.0,50.0,59.0,67.0,47.0,41.0,36.0,3.0,2.0,2.0,0.5,0.4,0.4,12.200000000000005,89.0,5.200000000000001
80.0,112.0,34.0,59.0,3.0,0.7,15.4,75.0,9,3,0,3,0,13.8,12.2,10.6,82.0,89.0,96.0,74.0,68.0,62.0,102.0,93.0,83.0,42.0,50.0,59.0,53.0,47.0,41.0,3.0,3.0,2.0,0.6,0.5,0.4,13.800000000000004,82.0,6.6
84.0,120.0,28.0,64.0,4.0,0.8,16.8,69.0,10,3,0,3,0,15.4,13.8,12.2,75.0,82.0,89.0,80.0,74.0,68.0,112.0,102.0,93.0,34.0,42.0,50.0,59.0,53.0,47.0,3.0,3.0,3.0,0.7,0.6,0.5,15.333333333333337,75.33333333333333,7.4
87.0,125.0,24.0,67.0,4.0,0.8,17.9,64.0,11,3,0,3,0,16.8,15.4,13.8,69.0,75.0,82.0,84.0,80.0,74.0,120.0,112.0,102.0,28.0,34.0,42.0,64.0,59.0,53.0,4.0,3.0,3.0,0.8,0.7,0.6,16.700000000000006,69.33333333333333,7.299999999999999
89.0,129.0,22.0,69.0,4.0,0.9,18.6,61.0,12,3,0,3,0,17.9,16.8,15.4,64.0,69.0,75.0,87.0,84.0,80.0,125.0,120.0,112.0,24.0,28.0,34.0,67.0,64.0,59.0,4.0,4.0,3.0,0.8,0.8,0.7,17.76666666666667,64.66666666666667,6.400000000000002
90.0,131.0,21.0,70.0,4.0,0.9,18.9,60.0,13,3,0,3,0,18.6,17.9,16.8,61.0,64.0,69.0,89.0,87.0,84.0,129.0,125.0,120.0,22.0,24.0,28.0,69.0,67.0,64.0,4.0,4.0,4.0,0.9,0.8,0.8,18.466666666666672,61.666666666666664,5.099999999999998
90.0,131.0,21.0,70.0,4.0,0.9,19.0,59.0,14,3,0,3,0,18.9,18.6,17.9,60.0,61.0,64.0,90.0,89.0,87.0,131.0,129.0,125.0,21.0,22.0,24.0,70.0,69.0,67.0,4.0,4.0,4.0,0.9,0.9,0.8,18.83333333333334,60.0,3.5999999999999996
89.0,129.0,22.0,69.0,4.0,0.9,18.7,61.0,15,3,0,3,0,19.0,18.9,18.6,59.0,60.0,61.0,90.0,90.0,89.0,131.0,131.0,129.0,21.0,21.0,22.0,70.0,70.0,69.0,4.0,4.0,4.0,0.9,0.9,0.9,18.86666666666667,60.0,2.1999999999999993
86.0,124.0,26.0,66.0,3.0,0.8,17.9,64.0,16,3,0,3,0,18.7,19.0,18.9,61.0,59.0,60.0,89.0,90.0,90.0,129.0,131.0,131.0,22.0,21.0,21.0,69.0,70.0,70.0,4.0,4.0,4.0,0.9,0.9,0.9,18.53333333333334,61.333333333333336,1.1000000000000014
81.0,115.0,32.0,60.0,3.0,0.7,16.6,70.0,17,3,0,3,0,17.9,18.7,19.0,64.0,61.0,59.0,86.0,89.0,90.0,124.0,129.0,131.0,26.0,22.0,21.0,66.0,69.0,70.0,3.0,4.0,4.0,0.8,0.9,0.9,17.733333333333338,65.0,2.3999999999999986
75.0,105.0,40.0,54.0,3.0,0.6,14.9,78.0,18,3,0,3,0,16.6,17.9,18.7,70.0,64.0,61.0,81.0,86.0,89.0,115.0,124.0,129.0,32.0,26.0,22.0,60.0,66.0,69.0,3.0,3.0,4.0,0.7,0.8,0.9,16.466666666666672,70.66666666666667,4.1
69.0,95.0,48.0,48.0,3.0,0.5,13.2,86.0,19,3,0,3,0,14.9,16.6,17.9,78.0,70.0,64.0,75.0,81.0,86.0,105.0,115.0,124.0,40.0,32.0,26.0,54.0,60.0,66.0,3.0,3.0,3.0,0.6,0.7,0.8,14.900000000000006,78.0,5.800000000000001
64.0,87.0,55.0,43.0,2.0,0.5,11.7,92.0,20,3,0,3,0,13.2,14.9,16.6,86.0,78.0,70.0,69.0,75.0,81.0,95.0,105.0,115.0,48.0,40.0,32.0,48.0,54.0,60.0,3.0,3.0,3.0,0.5,0.6,0.7,13.266666666666673,85.33333333333333,7.0
61.0,82.0,61.0,39.0,2.0,0.4,10.6,96.0,21,3,0,3,0,11.7,13.2,14.9,92.0,86.0,78.0,64.0,69.0,75.0,87.0,95.0,105.0,55.0,48.0,40.0,43.0,48.0,54.0,2.0,3.0,3.0,0.5,0.5,0.6,11.833333333333337,91.33333333333333,7.299999999999999
59.0,78.0,65.0,37.0,2.0,0.4,9.9,99.0,22,3,0,3,0,10.6,11.7,13.2,96.0,92.0,86.0,61.0,64.0,69.0,82.0,87.0,95.0,61.0,55.0,48.0,39.0,43.0,48.0,2.0,2.0,3.0,0.4,0.5,0.5,10.73333333333334,95.66666666666667,6.700000000000001
58.0,76.0,67.0,36.0,2.0,0.3,9.5,100.0,23,3,0,3,0,9.9,10.6,11.7,99.0,96.0,92.0,59.0,61.0,64.0,78.0,82.0,87.0,65.0,61.0,55.0,37.0,39.0,43.0,2.0,2.0,2.0,0.4,0.4,0.5,10.000000000000007,98.33333333333333,5.4
57.0,74.0,69.0,35.0,2.0,0.3,9.2,100.0,0,4,0,3,0,9.5,9.9,10.6,100.0,99.0,96.0,58.0,59.0,61.0,76.0,78.0,82.0,67.0,65.0,61.0,36.0,37.0,39.0,2.0,2.0,2.0,0.3,0.4,0.4,9.533333333333339,99.66666666666667,4.0
56.0,72.0,71.0,34.0,2.0,0.3,9.0,100.0,1,4,0,3,0,9.2,9.5,9.9,100.0,100.0,99.0,57.0,58.0,59.0,74.0,76.0,78.0,69.0,67.0,65.0,35.0,36.0,37.0,2.0,2.0,2.0,0.3,0.3,0.4,9.23333333333334,100.0,2.6999999999999993
55.0,70.0,72.0,33.0,2.0,0.3,8.8,100.0,2,4,0,3,0,9.0,9.2,9.5,100.0,100.0,100.0,56.0,57.0,58.0,72.0,74.0,76.0,71.0,69.0,67.0,34.0,35.0,36.0,2.0,2.0,2.0,0.3,0.3,0.3,9.000000000000007,100.0,1.799999999999999
55.0,70.0,72.0,33.0,2.0,0.3,8.7,100.0,3,4,0,3,0,8.8,9.0,9.2,100.0,100.0,100.0,55.0,56.0,57.0,70.0,72.0,74.0,72.0,71.0,69.0,33.0,34.0,35.0,2.0,2.0,2.0,0.3,0.3,0.3,8.833333333333337,100.0,1.200000000000001
56.0,72.0,70.0,34.0,2.0,0.3,8.9,100.0,4,4,0,3,0,8.7,8.8,9.0,100.0,100.0,100.0,55.0,55.0,56.0,70.0,70.0,72.0,72.0,72.0,71.0,33.0,33.0,34.0,2.0,2.0,2.0,0.3,0.3,0.3,8.800000000000006,100.0,0.8000000000000007
58.0,76.0,66.0,36.0,2.0,0.4,9.5,100.0,5,4,0,3,0,8.9,8.7,8.8,100.0,100.0,100.0,56.0,55.0,55.0,72.0,70.0,70.0,70.0,72.0,72.0,34.0,33.0,33.0,2.0,2.0,2.0,0.3,0.3,0.3,9.033333333333339,100.0,0.8000000000000007
63.0,84.0,58.0,41.0,2.0,0.4,10.7,97.0,6,4,0,3,0,9.5,8.9,8.7,100.0,100.0,100.0,58.0,56.0,55.0,76.0,72.0,70.0,66.0,70.0,72.0,36.0,34.0,33.0,2.0,2.0,2.0,0.4,0.3,0.3,9.700000000000006,99.0,2.0
69.0,94.0,49.0,47.0,3.0,0.5,12.3,90.0,7,4,0,3,0,10.7,9.5,8.9,97.0,100.0,100.0,63.0,58.0,56.0,84.0,76.0,72.0,58.0,66.0,70.0,41.0,36.0,34.0,2.0,2.0,2.0,0.4,0.4,0.3,10.833333333333337,95.66666666666667,3.6000000000000014
75.0,103.0,41.0,53.0,3.0,0.6,13.9,83.0,8,4,0,3,0,12.3,10.7,9.5,90.0,97.0,100.0,69.0,63.0,58.0,94.0,84.0,76.0,49.0,58.0,66.0,47.0,41.0,36.0,3.0,2.0,2.0,0.5,0.4,0.4,12.300000000000006,90.0,5.200000000000001
81.0,113.0,33.0,59.0,3.0,0.7,15.5,76.0,9,4,0,3,0,13.9,12.3,10.7,83.0,90.0,97.0,75.0,69.0,63.0,103.0,94.0,84.0,41.0,49.0,58.0,53.0,47.0,41.0,3.0,3.0,2.0,0.6,0.5,0.4,13.900000000000006,83.0,6.6
85.0,121.0,27.0,64.0,4.0,0.8,16.9,70.0,10,4,0,3,0,15.5,13.9,12.3,76.0,83.0,90.0,81.0,75.0,69.0,113.0,103.0,94.0,33.0,41.0,49.0,59.0,53.0,47.0,3.0,3.0,3.0,0.7,0.6,0.5,15.433333333333337,76.33333333333333,7.399999999999999
88.0,126.0,23.0,67.0,4.0,0.8,18.0,65.0,11,4,0,3,0,16.9,15.5,13.9,70.0,76.0,83.0,85.0,81.0,75.0,121.0,113.0,103.0,27.0,33.0,41.0,64.0,59.0,53.0,4.0,3.0,3.0,0.8,0.7,0.6,16.800000000000008,70.33333333333333,7.300000000000001
90.0,130.0,21.0,69.0,4.0,0.9,18.7,62.0,12,4,0,3,0,18.0,16.9,15.5,65.0,70.0,76.0,88.0,85.0,81.0,126.0,121.0,113.0,23.0,27.0,33.0,67.0,64.0,59.0,4.0,4.0,3.0,0.8,0.8,0.7,17.86666666666667,65.66666666666667,6.399999999999999
91.0,132.0,20.0,70.0,4.0,0.9,19.0,61.0,13,4,0,3,0,18.7,18.0,16.9,62.0,65.0,70.0,90.0,88.0,85.0,130.0,126.0,121.0,21.0,23.0,27.0,69.0,67.0,64.0,4.0,4.0,4.0,0.9,0.8,0.8,18.566666666666674,62.666666666666664,5.1
91.0,132.0,20.0,70.0,4.0,0.9,19.1,60.0,14,4,0,3,0,19.0,18.7,18.0,61.0,62.0,65.0,91.0,90.0,88.0,132.0,130.0,126.0,20.0,21.0,23.0,70.0,69.0,67.0,4.0,4.0,4.0,0.9,0.9,0.8,18.93333333333334,61.0,3.6000000000000014
90.0,130.0,21.0,69.0,4.0,0.9,18.8,62.0,15,4,0,3,0,19.1,19.0,18.7,60.0,61.0,62.0,91.0,91.0,90.0,132.0,132.0,130.0,20.0,20.0,21.0,70.0,70.0,69.0,4.0,4.0,4.0,0.9,0.9,0.9,18.966666666666672,61.0,2.200000000000003
87.0,125.0,25.0,66.0,3.0,0.8,18.0,65.0,16,4,0,3,0,18.8,19.1,19.0,62.0,60.0,61.0,90.0,91.0,91.0,130.0,132.0,132.0,21.0,20.0,20.0,69.0,70.0,70.0,4.0,4.0,4.0,0.9,0.9,0.9,18.63333333333334,62.333333333333336,1.1000000000000014
82.0,116.0,31.0,60.0,3.0,0.7,16.7,71.0,17,4,0,3,0,18.0,18.8,19.1,65.0,62.0,60.0,87.0,90.0,91.0,125.0,130.0,132.0,25.0,21.0,20.0,66.0,69.0,70.0,3.0,4.0,4.0,0.8,0.9,0.9,17.83333333333334,66.0,2.400000000000002
76.0,106.0,39.0,54.0,3.0,0.6,15.0,79.0,18,4,0,3,0,16.7,18.0,18.8,71.0,65.0,62.0,82.0,87.0,90.0,116.0,125.0,130.0,31.0,25.0,21.0,60.0,66.0,69.0,3.0,3.0,4.0,0.7,0.8,0.9,16.566666666666674,71.66666666666667,4.100000000000001
70.0,96.0,47.0,48.0,3.0,0.5,13.3,87.0,19,4,0,3,0,15.0,16.7,18.0,79.0,71.0,65.0,76.0,82.0,87.0,106.0,116.0,125.0,39.0,31.0,25.0,54.0,60.0,66.0,3.0,3.0,3.0,0.6,0.7,0.8,15.000000000000005,79.0,5.800000000000001
65.0,88.0,54.0,43.0,2.0,0.5,11.8,93.0,20,4,0,3,0,13.3,15.0,16.7,87.0,79.0,71.0,70.0,76.0,82.0,96.0,106.0,116.0,47.0,39.0,31.0,48.0,54.0,60.0,3.0,3.0,3.0,0.5,0.6,0.7,13.366666666666674,86.33333333333333,7.0
62.0,83.0,60.0,39.0,2.0,0.4,10.7,97.0,21,4,0,3,0,11.8,13.3,15.0,93.0,87.0,79.0,65.0,70.0,76.0,88.0,96.0,106.0,54.0,47.0,39.0,43.0,48.0,54.0,2.0,3.0,3.0,0.5,0.5,0.6,11.933333333333339,92.33333333333333,7.300000000000001
60.0,79.0,64.0,37.0,2.0,0.4,10.0,100.0,22,4,0,3,0,10.7,11.8,13.3,97.0,93.0,87.0,62.0,65.0,70.0,83.0,88.0,96.0,60.0,54.0,47.0,39.0,43.0,48.0,2.0,2.0,3.0,0.4,0.5,0.5,10.833333333333337,96.66666666666667,6.699999999999999
59.0,77.0,66.0,36.0,2.0,0.3,9.6,100.0,23,4,0,3,0,10.0,10.7,11.8,100.0,97.0,93.0,60.0,62.0,65.0,79.0,83.0,88.0,64.0,60.0,54.0,37.0,39.0,43.0,2.0,2.0,2.0,0.4,0.4,0.5,10.100000000000007,99.0,5.4
58.0,75.0,68.0,35.0,2.0,0.3,9.3,100.0,0,5,1,3,0,9.6,10.0,10.7,100.0,100.0,97.0,59.0,60.0,62.0,77.0,79.0,83.0,66.0,64.0,60.0,36.0,37.0,39.0,2.0,2.0,2.0,0.3,0.4,0.4,9.63333333333334,100.0,4.0
57.0,73.0,70.0,34.0,2.0,0.3,9.1,100.0,1,5,1,3,0,9.3,9.6,10.0,100.0,100.0,100.0,58.0,59.0,60.0,75.0,77.0,79.0,68.0,66.0,64.0,35.0,36.0,37.0,2.0,2.0,2.0,0.3,0.3,0.4,9.33333333333334,100.0,2.700000000000001
56.0,71.0,71.0,33.0,2.0,0.3,8.9,100.0,2,5,1,3,0,9.1,9.3,9.6,100.0,100.0,100.0,57.0,58.0,59.0,73.0,75.0,77.0,70.0,68.0,66.0,34.0,35.0,36.0,2.0,2.0,2.0,0.3,0.3,0.3,9.100000000000007,100.0,1.799999999999999
